"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Primary Source","Activity Status","Deactivation Date","Population Served Count","Rule Name","Violation Code","Violation Type","Violation Category Code","Is Health Based","Contaminant Name","Compliance Period Begin Date","Compliance Period End Date","Compliance Status","RTC Date","Enforcement Action Type Code","Enforcement Action Description","Is Major Violation","Severity Indicator Count","Public Notification Tier","Violation First Reported Date"
"AK2213556","ALASKA'S BEST WATER & COFFEE","Region 10","Alaska","Non-Transient non-community system","State","Ground water","Changed from public to non-public","27-JUL-2015","18","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2011","-","Returned to Compliance","15-MAR-2011","SOX","State Compliance achieved","-","-","3","26-MAY-2011"
"AK2224604","MSBSD HOUSTON MIDDLE SCHOOL","Region 10","Alaska","Non-Transient non-community system","State","Ground water","Inactive","12-MAR-2019","381","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2011","-","Returned to Compliance","29-APR-2011","SOX","State Compliance achieved","-","-","3","26-MAY-2011"
"OR4194670","OREGON TRAIL SD - BORING MID SCH","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","400","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2011","-","Returned to Compliance","06-SEP-2011","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"OR4101025","SCOFIELD MOBILE HOME COURT","Region 10","Oregon","Community water system","State","Ground water","Active","-","39","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2011","-","Returned to Compliance","12-OCT-2011","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"OR4100118","FOUR SEASONS MHP","Region 10","Oregon","Community water system","State","Ground water","Active","-","100","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2011","-","Returned to Compliance","09-JAN-2012","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"OR4100079","BAY CITY WATER SYSTEM","Region 10","Oregon","Community water system","State","Ground water","Active","-","1,400","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2011","-","Returned to Compliance","14-JUN-2011","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"OR4100588","GOLF MOBILE CITY","Region 10","Oregon","Community water system","State","Ground water","Active","-","40","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2011","-","Returned to Compliance","19-JAN-2012","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"OR4101467","PINE RIDGE WATER CO LLC","Region 10","Oregon","Community water system","State","Ground water","Active","-","44","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2011","-","Returned to Compliance","30-SEP-2011","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"ID1090101","FARKO WATER SYSTEM INC","Region 10","Idaho","Community water system","State","Ground water","Active","-","80","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","21-SEP-2016","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"OR4100006","GRIM ESTATES","Region 10","Oregon","Community water system","State","Ground water","Active","-","40","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","29-AUG-2011","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"ID4010177","CLOVERDALE MONTESSORI SCHOOL","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","50","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","03-JAN-2017","SIE","State Public Notification requested","-","-","3","27-MAR-2017"
"ID1400057","USFS AVERY RANGER STATION","Region 10","Idaho","Transient non-community system","State","Ground water","Active","-","60","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","19-DEC-2016","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID3140204","CHAMPION PRODUCE","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","55","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","03-JAN-2017","SIE","State Public Notification requested","-","-","3","27-MAR-2017"
"ID2250078","USFS POWELL RANGER STATION","Region 10","Idaho","Transient non-community system","State","Ground water","Active","-","44","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","19-FEB-2015","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID7100060","NORTHSIDE ESTATES WELL","Region 10","Idaho","Community water system","State","Ground water","Active","-","30","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","02-FEB-2016","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID1110029","TROW CREEK WATER ASSN","Region 10","Idaho","Community water system","State","Surface water","Active","-","85","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","27-SEP-2012","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"OR4105392","SANTIAM MEADOWS COMMUNITY WS","Region 10","Oregon","Community water system","State","Ground water","Active","-","40","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","30-AUG-2011","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"105300084","NOOKSACK RIVER CASINO","Region 10","EPA Region 10","Non-Transient non-community system","Tribal","Ground water","Active","-","300","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","26-JUL-2011","EOX","Federal Compliance achieved","-","-","3","31-JAN-2011"
"ID1090090","NORTHSIDE WATER USERS ASSN","Region 10","Idaho","Community water system","State","Surface water purchased","Active","-","413","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","25-SEP-2014","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID1090092","ODEN WATER ASSN INC","Region 10","Idaho","Community water system","State","Surface water","Active","-","1,141","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","27-APR-2012","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID2250018","FENN COMMUNITY SYSTEM","Region 10","Idaho","Community water system","State","Ground water","Active","-","30","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","09-AUG-2011","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID2250011","CLEARWATER WATER DIST","Region 10","Idaho","Community water system","State","Ground water","Active","-","80","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","01-OCT-2011","SIF","State Public Notification received","-","-","3","18-FEB-2011"
"ID4080095","HORSESHU VUE RANCH SUBD","Region 10","Idaho","Community water system","State","Ground water","Active","-","51","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","20-DEC-2016","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID1400039","MURRAY WATER ASSN INC","Region 10","Idaho","Community water system","State","Ground water","Active","-","35","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","04-NOV-2014","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"OR4101510","WAPATO MOORAGE ASSOCIATION","Region 10","Oregon","Community water system","State","Ground water","Active","-","74","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","01-OCT-2012","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"ID4010022","CAPITOL WATER CORP","Region 10","Idaho","Community water system","State","Ground water","Active","-","9,000","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","08-DEC-2014","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"OR4101500","SHIELD CREST WATER ASSN","Region 10","Oregon","Community water system","State","Ground water","Active","-","61","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","05-OCT-2012","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"OR4101509","DEAN MINARD WATER DISTRICT","Region 10","Oregon","Community water system","State","Surface water purchased","Active","-","135","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","04-FEB-2016","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"OR4101472","MILL MAR ESTATES","Region 10","Oregon","Community water system","State","Ground water","Active","-","75","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","28-NOV-2011","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"ID2290004","HIDDEN VILLAGE MOBILE HOME COURT","Region 10","Idaho","Community water system","State","Ground water","Active","-","66","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","30-SEP-2011","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"105300003","TULALIP BAY WATER DIST #1","Region 10","EPA Region 10","Community water system","Tribal","Surface water purchased","Active","-","5,968","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","03-NOV-2011","EOX","Federal Compliance achieved","-","-","3","31-JAN-2011"
"ID3140079","PLEASANT VIEW MANOR","Region 10","Idaho","Community water system","State","Ground water","Active","-","100","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","01-OCT-2013","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID7190001","ANTELOPE CREEK LIVING CENTER","Region 10","Idaho","Community water system","State","Ground water","Active","-","26","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","05-JAN-2017","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID1050009","EMIDA WATER AND SEWER ASSOCIATION","Region 10","Idaho","Community water system","State","Ground water","Active","-","85","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","30-SEP-2014","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"OR4194914","NEW HOPE CHRISTIAN SCHOOL","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","175","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","30-SEP-2011","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"ID1280107","KOOTENAI HIGH SCHOOL DIST 274","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","255","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","16-DEC-2016","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID1280161","ROSE LAKE WATER ASSN","Region 10","Idaho","Community water system","State","Ground water","Active","-","240","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","20-SEP-2012","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID3140187","SYMMS FRUIT RANCH INC","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","88","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","10-DEC-2013","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"ID2350045","SCHWABS INC","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","41","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","11-MAR-2013","SOX","State Compliance achieved","-","-","3","18-FEB-2011"
"OR4100991","GRANDVIEW MOBILE HOME PARK","Region 10","Oregon","Community water system","State","Ground water","Active","-","99","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","15-JUN-2011","SOX","State Compliance achieved","-","-","3","25-MAY-2011"
"ID3140033","ELMCREST SUBD","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","18-AUG-2011","16","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","03-JAN-2017","SIE","State Public Notification requested","-","-","3","27-MAR-2017"
"ID1090085","WHISKEY JACK WATER SYSTEM","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","10-NOV-2014","98","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","System Inactive","10-NOV-2014","-","-","-","-","3","18-FEB-2011"
"ID3140221","SKY RANCH ESTATES","Region 10","Idaho","Community water system","State","Ground water","Active","-","104","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","03-JAN-2017","SIE","State Public Notification requested","-","-","3","27-MAR-2017"
"ID1090165","USFS PRIEST LAKE RANGER STATION","Region 10","Idaho","Transient non-community system","State","Ground water","Active","-","35","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","31-DEC-2013","SOX","State Compliance achieved","-","-","3","25-FEB-2013"
"105300140","ASPEN ESTATES","Region 10","EPA Region 10","Community water system","Tribal","Surface water purchased","Inactive","05-JUN-2020","592","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","01-SEP-2011","EOX","Federal Compliance achieved","-","-","3","31-JAN-2011"
"105300080","CLEARWATER CASINO","Region 10","EPA Region 10","Non-Transient non-community system","Tribal","Ground water","Changed from public to non-public","01-MAY-2015","900","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Returned to Compliance","22-SEP-2011","EOX","Federal Compliance achieved","-","-","3","31-JAN-2011"
"ID1280130","PANHANDLE MOBILE ESTATES","Region 10","Idaho","Community water system","State","Ground water","Active","-","150","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2010","-","Open","-","SIF","State Public Notification received","-","-","3","18-FEB-2011"
